company,product,regular,sale,prime,category,sale_discount,prime_discount,prime_sale_difference,discount_bins,parsed_product
Montebello,"Organic Linguine, 16 oz",3.49,3,2.7,pantry_essentials,0.14,0.226,0.086,20% to 30%,Pantry
Il Forteto,"Genovese Pesto, 0.44 lb",15.99,13.99,12.59,pantry_essentials,0.125,0.213,0.088,20% to 30%,Pantry
Cucina Antica,Garlic Marinara Sauce (32 Oz),8.49,7.49,6.74,pantry_essentials,0.118,0.206,0.088,20% to 30%,Sauce
Cucina Antica,"Tomato Basil Sauce, 32 oz",8.49,7.49,6.74,pantry_essentials,0.118,0.206,0.088,20% to 30%,Sauce
The Meatball Shop,"Shop Tomato Sauce, 24 oz",8.99,7.99,7.19,pantry_essentials,0.111,0.2,0.089,10% to 20%,Sauce
The Meatball Shop,"Creamy Tomato Basil Pasta Sauce, 24 oz",8.99,7.99,7.19,pantry_essentials,0.111,0.2,0.089,10% to 20%,Sauce
Cucina Antica,"Spicy Arrabbiata Sauce, 25 oz",6.49,5.99,5.39,pantry_essentials,0.077,0.169,0.092,10% to 20%,Sauce
Cucina Antica,"Tuscany Pumpkin Sauce, 25 oz",6.49,5.99,5.39,pantry_essentials,0.077,0.169,0.092,10% to 20%,Sauce
Cucina Antica,"Nonna's Recipe San Marzano Tomato Sauce, 25 oz",6.49,5.99,5.39,pantry_essentials,0.077,0.169,0.092,10% to 20%,Sauce
David's,"Kosher Salt, 16 oz",2.99,2.79,2.51,pantry_essentials,0.067,0.161,0.094,10% to 20%,Pantry
MODERN PRODUCTS,"Spike Vege-sal, 20 oz",9.99,9.79,8.81,pantry_essentials,0.02,0.118,0.098,10% to 20%,Pantry
Lakanto,"Suntella Chocolate Sunflower Spread, 10 oz",9.79,7.49,6.74,pantry_essentials,0.235,0.312,0.077,30% to 40%,Chocolate
Lakanto,"Sugar Free Chocolate Chips, 8 oz",9.49,7.99,7.19,pantry_essentials,0.158,0.242,0.084,20% to 30%,Chocolate
Beyond Good,Organic Chocolate Disc Melts 70%,8.99,7.99,7.19,pantry_essentials,0.111,0.2,0.089,10% to 20%,Chocolate
Beyond Good,"Organic Chocolate Disc Melts 92%, 7 oz",8.99,7.99,7.19,pantry_essentials,0.111,0.2,0.089,10% to 20%,Chocolate
Whole Foods Market,"Organic Instant Pudding, Chocolate, 3.9 oz",2.19,1.99,1.79,pantry_essentials,0.091,0.183,0.092,10% to 20%,Chocolate
Foodstirs,"Organic Chocolate Lovers Brownie Mix, 12.55 oz",6.29,4.99,4.49,pantry_essentials,0.207,0.286,0.079,20% to 30%,Chocolate
VITABELLA,"Organic Traditional Chocolate Crispies, 12 oz",4.49,3.99,3.59,pantry_essentials,0.111,0.2,0.089,10% to 20%,Chocolate
Annie's Homegrown,"Gluten Free Rice Shells & Creamy White Cheddar Macaroni & Cheese, 170 g",3.79,2.5,2.25,pantry_essentials,0.34,0.406,0.066,40% to 50%,Cheese
Banza,"Chickpea Pasta Mac & Cheese Shells & White Cheddar, 5.5 oz",4.29,2.99,2.69,pantry_essentials,0.303,0.373,0.07,30% to 40%,Cheese
Annie's Homegrown,"Cheddar Cheesy Rice, 6.6 oz",4.19,3,2.7,pantry_essentials,0.284,0.356,0.072,30% to 40%,Cheese
Annie's Homegrown,"Grilled Cheese Cheesy Rice, 6.6 oz",4.19,3,2.7,pantry_essentials,0.284,0.356,0.072,30% to 40%,Cheese
Banza,"Deluxe Elbows & Cheddar Mac & Cheese, 11 oz",4.99,3.69,3.32,pantry_essentials,0.261,0.335,0.074,30% to 40%,Cheese
Banza,"Chickpea Pasta Mac And Cheese, 5.5 oz",4.29,3.19,2.87,pantry_essentials,0.256,0.331,0.075,30% to 40%,Cheese
Banza,"Chickpea Elbow Mac & White Cheddar Cheese, 5.5 oz",4.29,3.19,2.87,pantry_essentials,0.256,0.331,0.075,30% to 40%,Cheese
Rao's Homemade,"4 Cheese Sauce, 24 oz",8.99,6.69,6.02,pantry_essentials,0.256,0.33,0.074,30% to 40%,Cheese
Annie's Homegrown,"Organic Classic Mild Cheddar Macaroni & Cheese (Grass Fed), 6 oz",3.29,2.5,2.25,pantry_essentials,0.24,0.316,0.076,30% to 40%,Cheese
Annie's Homegrown,"Organic Grass Fed Shells & White Cheddar Macaroni & Cheese, 6 oz",3.29,2.5,2.25,pantry_essentials,0.24,0.316,0.076,30% to 40%,Cheese
Annie's Homegrown,"Organic Macaroni & Cheese, 6 oz",3.19,2.5,2.25,pantry_essentials,0.216,0.295,0.079,20% to 30%,Cheese
Annie's Homegrown,"Organic Shells & Real Aged Cheddar Macaroni & Cheese, 6 oz",3.19,2.5,2.25,pantry_essentials,0.216,0.295,0.079,20% to 30%,Cheese
Taste Republic,"Gluten-free 4-cheese Tortellini Pasta, 9 oz",7.99,6.99,6.29,pantry_essentials,0.125,0.213,0.088,20% to 30%,Cheese
Manini's,"Gluten Free Ravioli Spinach & Cheese Made With Ancient Grain, 9.5 oz",7.99,6.99,6.29,pantry_essentials,0.125,0.213,0.088,20% to 30%,Cheese
Annie's Homegrown,"Deluxe Mac N Cheese Classic, 11.3 oz",4.39,3,2.7,pantry_essentials,0.317,0.385,0.068,30% to 40%,Cheese
Annie's Homegrown,"Deluxe Shells & White Cheddar, 11 oz",4.29,3,2.7,pantry_essentials,0.301,0.371,0.07,30% to 40%,Cheese
Annie's Homegrown,"Creamy Deluxe Shells & Real Aged Cheddar Sauce Macaroni Dinner, 11 oz",4.29,3,2.7,pantry_essentials,0.301,0.371,0.07,30% to 40%,Cheese
Annie's Homegrown,"Organic Mac & Cheese 20% More Protein, 6 oz",3.19,2.5,2.25,pantry_essentials,0.216,0.295,0.079,20% to 30%,Cheese
Freak Flag Organics,"Organic Southwestern Cheddar Mac & Freak, 6 oz",2.99,2,1.8,pantry_essentials,0.331,0.398,0.067,30% to 40%,Cheese
Freak Flag Organics,"Organic Kale Cheddar Mac & Freak, 6 oz",2.99,2,1.8,pantry_essentials,0.331,0.398,0.067,30% to 40%,Cheese
Annie's Homegrown,"Organic Whole Wheat Shells & White Cheddar Macaroni & Cheese, 6 oz",3.19,2.5,2.25,pantry_essentials,0.216,0.295,0.079,20% to 30%,Cheese
Annie's Homegrown,"Organic Peace Pasta & Parmesan Macaroni & Cheese, 6 oz",3.19,2.5,2.25,pantry_essentials,0.216,0.295,0.079,20% to 30%,Cheese
Manini's,"Raviolo Four Cheese, 9.5 oz",7.99,6.99,6.29,pantry_essentials,0.125,0.213,0.088,20% to 30%,Cheese
Bertagni,Buffalo Mozzarella Ravioli,7.99,6.99,6.29,pantry_essentials,0.125,0.213,0.088,20% to 30%,Cheese
Sabatino Tartufi,"Truffle And Cheese Seasoning, 2.11 oz",14.99,13.49,12.14,pantry_essentials,0.1,0.19,0.09,10% to 20%,Cheese
Kikka Sushi,"Poached Salmon Roll, 7 oz",9.49,8.49,7.64,prepared_foods,0.105,0.195,0.09,10% to 20%,Roll
Outer Aisle Gourmet,"Everything Cauliflower Sandwich Thins, 6.75 oz",6.99,5.99,5.39,prepared_foods,0.143,0.229,0.086,20% to 30%,Sandwich
Whole Foods Market,Roasted Brussels Sprouts & Spinach with Lemon Confit,9.99,8.49,7.64,prepared_foods,0.15,0.235,0.085,20% to 30%,Sprouts
Whole Foods Market,"Turkey Chili With White Beans, 24 oz",8.99,0,6,prepared_foods,1,0.333,0,30% to 40%,Turkey
Rao's Homemade,"Family Size Chicken Parmesan, 25 oz",12.79,9.69,8.72,prepared_foods,0.242,0.318,0.076,30% to 40%,Chicken
Whole Foods Market,"Corn and Shrimp Chowder, 24 oz",9.99,0,6,prepared_foods,1,0.399,0,30% to 40%,Soup
Whole Foods Market,"Shrimp & Andouille Sausage Gumbo Soup, 24 oz",9.99,0,6,prepared_foods,1,0.399,0,30% to 40%,Soup
Whole Foods Market,"Lobster Bisque, 24 oz",9.99,0,6,prepared_foods,1,0.399,0,30% to 40%,Soup
Rao's Homemade,"Sausage & Potato Soup, 16 oz",4.99,3.69,3.32,prepared_foods,0.261,0.335,0.074,30% to 40%,Soup
Whole Foods Market,"Mom's Chicken Soup, 24 oz",8.99,0,6,prepared_foods,1,0.333,0,30% to 40%,Soup
Whole Foods Market,"Nana's Chicken Noodle Soup, 24 oz",8.99,0,6,prepared_foods,1,0.333,0,30% to 40%,Soup
Whole Foods Market,"New England Clam Chowder, 24 oz",8.99,0,6,prepared_foods,1,0.333,0,30% to 40%,Soup
Whole Foods Market,"Chicken Tortilla Soup, 24 oz",8.99,0,6,prepared_foods,1,0.333,0,30% to 40%,Soup
Whole Foods Market,"Chicken & Rice Soup, 24 oz",8.99,0,6,prepared_foods,1,0.333,0,30% to 40%,Soup
Whole Foods Market,"Mushroom Barley Soup, 24 oz",7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Soup
Whole Foods Market,"Chicken Artichoke & Lemon Soup, 24 oz",7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Soup
Whole Foods Market,"Aromatic Butternut Squash Soup, 24 oz",7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Soup
Whole Foods Market,Pumpkin Curry Soup,7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Soup
Whole Foods Market,"Minestrone Soup, 24 oz",7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Soup
Whole Foods Market,"Italian Wedding Soup, 24 oz",7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Soup
Whole Foods Market,"Old School Vegetable Soup, 24 oz",7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Soup
Whole Foods Market,"Red Lentil Dal With Spinach Soup, 24 oz",7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Soup
Whole Foods Market,"Tomato Parmesan Soup, 24 oz",7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Soup
Kikka,"Hot & Sour Soup, 22 oz",8.49,7.49,6.74,prepared_foods,0.118,0.206,0.088,20% to 30%,Soup
Rao's Homemade,"Tortellni & Vegetable Soup, 16 oz",4.99,3.69,3.32,prepared_foods,0.261,0.335,0.074,30% to 40%,Soup
Whole Foods Market,"Classic Beef Chili With Beans, 24 oz",8.99,0,6,prepared_foods,1,0.333,0,30% to 40%,Soup
Whole Foods Market,"Double Cheddar Broccoli Soup, 24 oz",7.99,0,6,prepared_foods,1,0.249,0,20% to 30%,Cheese
PRODUCE,English Cucumbers,2.29,1.5,1.35,produce,0.345,0.41,0.065,40% to 50%,Cucumbers
PRODUCE,Green Artichoke,3.49,2.5,2.25,produce,0.284,0.355,0.071,30% to 40%,Artichoke
PRODUCE,Organic Collard Green,2.29,1.67,1.5,produce,0.271,0.345,0.074,30% to 40%,Green
PRODUCE,Strawberries,4.99,3.99,3.59,produce,0.2,0.281,0.081,20% to 30%,Strawberries
EMPERORS KITCHEN,Organic Pureed Garlic,4.19,3.69,3.32,produce,0.119,0.208,0.089,20% to 30%,Garlic
PRODUCE,Sumo Citrus,4.49,3.99,3.59,produce,0.111,0.2,0.089,10% to 20%,Citrus
PRODUCE,Organic Cripps Pink Apples Bag,6.99,5.99,5.39,produce,0.143,0.229,0.086,20% to 30%,Bag
Tasteful Selections,Organic Ruby Sensations Potatoes,4.99,3.5,3.15,produce,0.299,0.369,0.07,30% to 40%,Potatoes
PRODUCE,Organic Brussels Sprouts,4.99,3.5,3.15,produce,0.299,0.369,0.07,30% to 40%,Sprouts
PRODUCE,Organic Gold Creamer Potatoes,4.99,3.5,3.15,produce,0.299,0.369,0.07,30% to 40%,Potatoes
Divina,Marinated Artichokes,5.99,4.99,4.49,produce,0.167,0.25,0.083,20% to 30%,Artichokes
PRODUCE,Organic Artichokes,3.99,3.49,3.14,produce,0.125,0.213,0.088,20% to 30%,Artichokes
PRODUCE,Organic Red Chard,2.49,1.67,1.5,produce,0.329,0.398,0.069,30% to 40%,Chard
PRODUCE,Organic Dino Kale,2.49,1.67,1.5,produce,0.329,0.398,0.069,30% to 40%,Kale
Cal-Organic,Organic Green Chard,2.29,1.67,1.5,produce,0.271,0.345,0.074,30% to 40%,Chard
PRODUCE,Organic Rainbow Chard,2.29,1.67,1.5,produce,0.271,0.345,0.074,30% to 40%,Chard
PRODUCE,Organic Green Kale,1.89,1.67,1.5,produce,0.116,0.206,0.09,20% to 30%,Kale
PRODUCE,Organic Red Kale,1.89,1.67,1.5,produce,0.116,0.206,0.09,20% to 30%,Kale
PRODUCE,French Beans,4.99,3.49,3.14,produce,0.301,0.371,0.07,30% to 40%,Beans
Whole Foods Market,Easy Peel White Shrimp 8-12 Count,19.99,13.49,12.14,seafood,0.325,0.393,0.068,30% to 40%,Shrimp
DUCK TRAP RIVER FISH FARM,Smoked Sockeye Salmon,9.99,7.99,7.19,seafood,0.2,0.28,0.08,20% to 30%,Salmon
SEAFOOD,Tilapia Fillet,8.99,7.99,7.19,seafood,0.111,0.2,0.089,10% to 20%,Tilapia
SEAFOOD,Albacore Tuna Steak,13.99,10.99,9.89,seafood,0.214,0.293,0.079,20% to 30%,Steak
SEAFOOD,Haddock Fillet,11.99,10.99,9.89,seafood,0.083,0.175,0.092,10% to 20%,Fillet
SEAFOOD,Halibut Fillet,24.99,22.99,20.69,seafood,0.08,0.172,0.092,10% to 20%,Fillet
Kite Hill,"Plant Based Tzatziki Dip, 8 oz",4.99,3.5,3.15,snacks_chips_salsas_dips,0.299,0.369,0.07,30% to 40%,Dip
Kite Hill,"Plant Based Ranch Dip, 8 oz",4.99,3.5,3.15,snacks_chips_salsas_dips,0.299,0.369,0.07,30% to 40%,Dip
UNCLE JERRYS,"Extra Dark Low Salt Pretzels, 8 oz",4.29,2.99,2.69,snacks_chips_salsas_dips,0.303,0.373,0.07,30% to 40%,Pretzels
UNCLE JERRYS,"Special Pretzels, 8 oz",4.29,2.99,2.69,snacks_chips_salsas_dips,0.303,0.373,0.07,30% to 40%,Pretzels
UNCLE JERRYS,"Extra Dark Pretzels, 8 oz",4.29,2.99,2.69,snacks_chips_salsas_dips,0.303,0.373,0.07,30% to 40%,Pretzels
Hippeas,"BBQ Puffs, 4 oz",3.99,3,2.7,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Puffs
Spudsy,"Cinnamon Churro Sweet Potato Puffs, 4 oz",3.99,3,2.7,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Puffs
Hippeas,"Nacho Vibes Puffs, 4 oz",3.99,3,2.7,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Puffs
Cava,"Traditional Hummus, 16 oz",6.99,4.49,4.04,snacks_chips_salsas_dips,0.358,0.422,0.064,40% to 50%,Hummus
Cava,"Hummus Spicy, 16 oz",6.99,4.49,4.04,snacks_chips_salsas_dips,0.358,0.422,0.064,40% to 50%,Hummus
Craize Corn,"Plantain Toasted Corn Cracker, 4 oz",4.29,2.99,2.69,snacks_chips_salsas_dips,0.303,0.373,0.07,30% to 40%,Crackers
Cava,"Roasted Red Pepper Hummus, 8 oz",4.29,2.99,2.69,snacks_chips_salsas_dips,0.303,0.373,0.07,30% to 40%,Hummus
Craize Corn,"Sweet Corn Toasted Corn Cracker, 4 oz",3.99,2.99,2.69,snacks_chips_salsas_dips,0.251,0.326,0.075,30% to 40%,Crackers
Craize Corn,"Roasted Corn Toasted Corn Cracker, 4 oz",3.99,2.99,2.69,snacks_chips_salsas_dips,0.251,0.326,0.075,30% to 40%,Crackers
Craize Corn,"Coconut Toasted Corn Cracker, 4 oz",3.99,2.99,2.69,snacks_chips_salsas_dips,0.251,0.326,0.075,30% to 40%,Crackers
Wedderspoon,"Organic Manuka Honey Drops Honey, 4 oz",11.99,8.99,8.09,snacks_chips_salsas_dips,0.25,0.325,0.075,30% to 40%,Honey
Rustic Bakery,"Black Sesame Flatbread, 6 oz",7.49,6.49,5.84,snacks_chips_salsas_dips,0.134,0.22,0.086,20% to 30%,Flatbread
Ka-Me,"Original Rice Crackers, 3.5 oz",3.19,2.49,2.24,snacks_chips_salsas_dips,0.219,0.298,0.079,20% to 30%,Crackers
Rustic Bakery,"Sweet Onion & Creme French Sourdough Flatbread, 6 oz",7.49,6.49,5.84,snacks_chips_salsas_dips,0.134,0.22,0.086,20% to 30%,Flatbread
Cava,"Organic Traditional Hummus, 8 oz",4.99,3.49,3.14,snacks_chips_salsas_dips,0.301,0.371,0.07,30% to 40%,Hummus
Raaka Chocolate,"Mini Chocolate Bar Mini Coconut Milk, 0.28 oz",0.99,0.79,0.71,snacks_chips_salsas_dips,0.202,0.283,0.081,20% to 30%,Milk
Raaka,"Dominican Republic Coconut Milk (60% Cacao), 1.8 oz",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Milk
Raaka,"Dominican Republic Coconut Milk (60% Cacao), 1 each",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Milk
Perky Jerky,"Hatch Chile Wagyu Beef Jerky, 2.2 oz",8.99,6.99,6.29,snacks_chips_salsas_dips,0.222,0.3,0.078,20% to 30%,Jerky
Louisville Vegan Jerky Co.,"Vegan Jerky, 3 oz",6.99,5.99,5.39,snacks_chips_salsas_dips,0.143,0.229,0.086,20% to 30%,Jerky
Louisville Vegan Jerky Co.,"Enid's Perfect Pepperoni Vegan Jerky, 3 oz",6.99,5.99,5.39,snacks_chips_salsas_dips,0.143,0.229,0.086,20% to 30%,Jerky
Louisville Vegan Jerky Co.,"Carolina Bbq Jerky, 3 oz",6.99,5.99,5.39,snacks_chips_salsas_dips,0.143,0.229,0.086,20% to 30%,Jerky
Louisville Vegan Jerky Co.,"Paulette's Maple Bacon Vegan Jerky, 3 oz",6.99,5.99,5.39,snacks_chips_salsas_dips,0.143,0.229,0.086,20% to 30%,Jerky
Louisville Vegan Jerky Co.,"Black Pepper Smoked Jerky, 3 oz",6.99,5.99,5.39,snacks_chips_salsas_dips,0.143,0.229,0.086,20% to 30%,Jerky
Perky Jerky,"Chimichurri Wagyu Beef Jerky, 2.2 oz",7.99,6.99,6.29,snacks_chips_salsas_dips,0.125,0.213,0.088,20% to 30%,Jerky
Perky Jerky,"Sea Salt & Pepper Wagyu Beef Jerky, 2.2 oz",7.99,6.99,6.29,snacks_chips_salsas_dips,0.125,0.213,0.088,20% to 30%,Jerky
Fruitables®,"Chicken & Sweet Potato Whole Jerky Bites, 12 oz",21.99,19.79,17.81,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Jerky
Perky Jerky,"Original Turkey Jerky, 2.2 oz",6.99,4.99,4.49,snacks_chips_salsas_dips,0.286,0.358,0.072,30% to 40%,Jerky
QUE PASA,"Yellow Corn Tortilla Chips, 11 oz",4.19,2.5,2.25,snacks_chips_salsas_dips,0.403,0.463,0.06,40% to 50%,Chips
QUE PASA,"White Corn Tortilla Chips, 11 oz",4.19,2.5,2.25,snacks_chips_salsas_dips,0.403,0.463,0.06,40% to 50%,Chips
Jackson's Honest,"Sweet Potato Chips, 5 oz",3.99,3,2.7,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Chips
PUR,"Cinnamon Gum, 1 each",3.99,3.19,2.87,snacks_chips_salsas_dips,0.201,0.281,0.08,20% to 30%,Gum
PUR,"Wintergreen Gum, 2.72 oz",3.99,3.19,2.87,snacks_chips_salsas_dips,0.201,0.281,0.08,20% to 30%,Gum
PUR,"Spearmint Gum, 2.72 oz",3.99,3.19,2.87,snacks_chips_salsas_dips,0.201,0.281,0.08,20% to 30%,Gum
PUR,"Peppermint Gum, 2.72 oz",3.99,3.19,2.87,snacks_chips_salsas_dips,0.201,0.281,0.08,20% to 30%,Gum
PUR,"Bubblegum Bag, 2.72 oz",3.99,3.19,2.87,snacks_chips_salsas_dips,0.201,0.281,0.08,20% to 30%,Gum
The Good Crisp Company,"Outback Bbq Potato Crisps, 5.6 oz",3.69,3,2.7,snacks_chips_salsas_dips,0.187,0.268,0.081,20% to 30%,Chips
The Good Crisp Company,"Original Stacked Chips, 5.6 oz",3.69,3,2.7,snacks_chips_salsas_dips,0.187,0.268,0.081,20% to 30%,Chips
The Good Crisp Company,"Sour Cream Onion Stacked Chips, 5.6 oz",3.69,3,2.7,snacks_chips_salsas_dips,0.187,0.268,0.081,20% to 30%,Chips
PUR,Wintermint Gum,1.99,1.67,1.5,snacks_chips_salsas_dips,0.161,0.246,0.085,20% to 30%,Gum
PUR,Peppermint Gum,1.99,1.67,1.5,snacks_chips_salsas_dips,0.161,0.246,0.085,20% to 30%,Gum
PUR,Cinnamon Gum,1.99,1.67,1.5,snacks_chips_salsas_dips,0.161,0.246,0.085,20% to 30%,Gum
PUR,"Bubblegum, 9 pieces sugar-free chewing gum",1.99,1.67,1.5,snacks_chips_salsas_dips,0.161,0.246,0.085,20% to 30%,Gum
PUR,"Spearmint Gum, 9 pieces sugar-free chewing gum",1.99,1.67,1.5,snacks_chips_salsas_dips,0.161,0.246,0.085,20% to 30%,Gum
Sabatino Tartufi,"Truffle Crisps, 5 oz",7.99,6.99,6.29,snacks_chips_salsas_dips,0.125,0.213,0.088,20% to 30%,Chips
Sonoma Creamery,"Pepper Jack Crisps, 2.25 oz",4.79,3,2.7,snacks_chips_salsas_dips,0.374,0.436,0.062,40% to 50%,Chips
PUR,"Peppermint Gum Sticks, 12 sticks",2.49,2,1.8,snacks_chips_salsas_dips,0.197,0.277,0.08,20% to 30%,Gum
PUR,"Spearmint Gum Sticks, 12 sticks",2.49,2,1.8,snacks_chips_salsas_dips,0.197,0.277,0.08,20% to 30%,Gum
PUR,"Wintergreen Gum Sticks, 12 sticks",2.49,2,1.8,snacks_chips_salsas_dips,0.197,0.277,0.08,20% to 30%,Gum
Chuao Chocolatier,"Milk Choc Mini Bar With kettle Cooked Potato Chips, 0.39 oz",0.99,0.89,0.8,snacks_chips_salsas_dips,0.101,0.192,0.091,10% to 20%,Chips
Uglies,"Kettle Cooked Potato Chip Buffalo Ranch, 6 ounce",3.19,2,1.8,snacks_chips_salsas_dips,0.373,0.436,0.063,40% to 50%,Chips
UGLIES SNACKS,"Bbq Potato Chips, 6 oz",2.99,2,1.8,snacks_chips_salsas_dips,0.331,0.398,0.067,30% to 40%,Chips
UGLIES SNACKS,"Original Sea Salt Potato Chips, 6 oz",2.99,2,1.8,snacks_chips_salsas_dips,0.331,0.398,0.067,30% to 40%,Chips
PUR,"Cinnamon Gum, 2.72 oz",3.99,3.19,2.87,snacks_chips_salsas_dips,0.201,0.281,0.08,20% to 30%,Gum
Angelic Bakehouse,"Harissa & Green Chile Savory Crisps, 5 oz",4.69,3.99,3.59,snacks_chips_salsas_dips,0.149,0.235,0.086,20% to 30%,Chips
Angelic Bakehouse,"Pickled Sweet Onion Savory Crisps, 5 oz",4.69,3.99,3.59,snacks_chips_salsas_dips,0.149,0.235,0.086,20% to 30%,Chips
Honey Mama's,"Cocoa Truffle Bar Peruvian Raw, 2.5 oz",5.99,4,3.6,snacks_chips_salsas_dips,0.332,0.399,0.067,30% to 40%,Bars
Honey Mama's,"Cocoa Truffle Bar Oregon Mint, 2.5 oz",5.99,4,3.6,snacks_chips_salsas_dips,0.332,0.399,0.067,30% to 40%,Bars
Cascadian Farm,"Organic Vanilla Chip Chewy Granola Bars, 1 each",4.19,2.99,2.69,snacks_chips_salsas_dips,0.286,0.358,0.072,30% to 40%,Bars
Cascadian Farm,"Organic Peanut Pretzel Chewy Granola Bars, 1 each",4.19,2.99,2.69,snacks_chips_salsas_dips,0.286,0.358,0.072,30% to 40%,Bars
KIND Snacks,"Almond & Coconut Fruit & Nut Bars, 16.8 oz",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Bars
KIND Snacks,"Caramel Almond & Sea Salt Nuts & Spices Bars, 16.8 oz",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Bars
KIND Snacks,"Cranberry Almond + Antioxidants Bar, 1 each",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Bars
KIND Snacks,"Almond & Coconut Fruit & Nut Bar, 1 each",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Bars
KIND Snacks,"Caramel Almond & Sea Salt Nuts & Spices Bar, 1 each",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Bars
KIND Snacks,"Crunchy Peanut Butter Protein Bar, 1.76 oz",2.29,1.33,1.2,snacks_chips_salsas_dips,0.419,0.476,0.057,40% to 50%,Bars
KIND Snacks,"Maple Glazed Pecan & Sea Salt Bar, 16.8 oz",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Bars
KIND Snacks,"Maple Glazed Pecan & Sea Salt Nuts & Spices Bar, 1 each",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Bars
KIND Snacks,"Crunchy Peanut Butter Protein Bars, 21.12 oz",27.49,15.96,14.36,snacks_chips_salsas_dips,0.419,0.478,0.059,40% to 50%,Bars
Kate's Real Food,"Organic Mango Coconut Tiki Bar, 2.2 oz",2.79,1.67,1.5,snacks_chips_salsas_dips,0.401,0.462,0.061,40% to 50%,Bars
KIND Snacks,"Caramel Almond & Sea Salt Nuts & Spices Bars, 1 each",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Bars
KIND Snacks,"Cranberry Almond + Antioxidants Bars, 1 each",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Bars
Lenny & Larry's,"The Complete Crunchy Double Chocolate Cookies, 4.25 oz",3.99,3,2.7,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Cookies
Tate's Bake Shop,"Lemon Cookies, 7 oz",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Cookies
Tate's Bake Shop,"Gluten Free Ginger Zinger Cookies, 7 oz",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Cookies
Tate's Bake Shop,"Double Chocolate Chip Cookies, 7 oz",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Cookies
Enjoy Life Foods,"Soft Baked Chocolate Chip Cookies, 6 oz",4.69,3.99,3.59,snacks_chips_salsas_dips,0.149,0.235,0.086,20% to 30%,Cookies
Lenny & Larry's,White Chocolate Macadamia Cookies,2.29,2,1.8,snacks_chips_salsas_dips,0.127,0.214,0.087,20% to 30%,Cookies
Lenny & Larry's,"Peanut Butter Keto Cookie, 1.6 oz",2.29,2,1.8,snacks_chips_salsas_dips,0.127,0.214,0.087,20% to 30%,Cookies
MadeGood,"Organic Cookies & Creme Granola Bars, 0.85 oz",4.79,4.29,3.86,snacks_chips_salsas_dips,0.104,0.194,0.09,10% to 20%,Cookies
Simple Mills,"Soft-baked Chocolate Chip Cookies, 6.2 oz",4.99,4.49,4.04,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Cookies
Andean Dream,"Quinoa Chocolate Chip Cookies, 7 oz",5.79,4.99,4.49,snacks_chips_salsas_dips,0.138,0.225,0.087,20% to 30%,Cookies
Jovial,"Organic Einkorn Cookies, 8.8 oz",4.49,3.99,3.59,snacks_chips_salsas_dips,0.111,0.2,0.089,10% to 20%,Cookies
PARTAKE FOODS,"Crunchy Double Chocolate Chip Cookies, 5.5 oz",4.99,3.5,3.15,snacks_chips_salsas_dips,0.299,0.369,0.07,30% to 40%,Cookies
PARTAKE FOODS,"Crunchy Birthday Cake Cookies, 5.5 oz",4.99,3.5,3.15,snacks_chips_salsas_dips,0.299,0.369,0.07,30% to 40%,Cookies
