,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins,parsed_product
1364,Purely Elizabeth,Blueberry Lemon Vibrant Oats,2.99,1.99,1.79,0.33444816053511706,0.40133779264214053,0.06688963210702348,25% to 50%,Oats
1248,Purely Elizabeth,Vanilla Pecan Collagen Protein Oats,2.99,1.99,1.79,0.33444816053511706,0.40133779264214053,0.06688963210702348,25% to 50%,Oats
1295,Purely Elizabeth,Collagen Oat Cup + Nutzzo Pack - Blueberry Walnut,2.99,1.99,1.79,0.33444816053511706,0.40133779264214053,0.06688963210702348,25% to 50%,Cup
1320,Purely Elizabeth,Original Superfood Oats Cup,2.99,1.99,1.79,0.33444816053511706,0.40133779264214053,0.06688963210702348,25% to 50%,Cup
563,Nature's Path Organic,Pumpkin Seed Plus Flax Granola,4.49,2.99,2.69,0.3340757238307349,0.40089086859688206,0.06681514476614714,25% to 50%,Granola
879,Nature's Path Organic,Hemp Hearts Granola,4.49,2.99,2.69,0.3340757238307349,0.40089086859688206,0.06681514476614714,25% to 50%,Granola
1362,Purely Elizabeth,Collagen Oatmeal Pouch - Vanilla Pecan,5.99,3.99,3.59,0.333889816360601,0.40066777963272127,0.06677796327212027,25% to 50%,Pecan
1903,Nancy's Fancy,Coconut Stracciatella With Dark Choc,8.99,5.99,5.39,0.3337041156840934,0.40044493882091214,0.06674082313681873,25% to 50%,Stracciatella
1979,PAROMI,Organic Matcha With Cocoa Tea,13.49,8.99,8.09,0.33358042994810966,0.40029651593773163,0.06671608598962198,25% to 50%,Matcha
1725,Whole Foods Market,Pumpkin Pie Slice,3.0,2.0,1.8,0.33333333333333337,0.4,0.06666666666666665,25% to 50%,Slice
1677,Annie's Homegrown,Organic Fig Balsamic Vinaigrette,4.49,3.0,2.7,0.33184855233853006,0.3986636971046771,0.06681514476614703,25% to 50%,Vinaigrette
1020,OWYN,Chocolate Pro Elite Plant Protein,4.49,3.0,2.7,0.33184855233853006,0.3986636971046771,0.06681514476614703,25% to 50%,Protein
1210,OWYN,Vanilla Pro Elite Plant Protein,4.49,3.0,2.7,0.33184855233853006,0.3986636971046771,0.06681514476614703,25% to 50%,Protein
1243,ParmCrisps,Plant Based Sea Salt Crisps,3.99,2.6666666666666665,2.4,0.33166248955722644,0.3984962406015038,0.06683375104427736,25% to 50%,Crisps
1419,ParmCrisps,Plant Based Cracked Black Pepper Crisps,3.99,2.6666666666666665,2.4,0.33166248955722644,0.3984962406015038,0.06683375104427736,25% to 50%,Crisps
439,Zenwtr,Vapor Distilled Water 9.5ph,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,9.5ph
1661,UGLIES SNACKS,Original Sea Salt Potato Chips,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Chips
331,GoMacro,Coconut + Almond Butter + Chocolate Chips MacroBar,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,MacroBar
328,Once Upon A Farm,Strawberry Banana Swirl Dairy-Free Smoothie,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Smoothie
614,GoMacro,Sunflower Butter + Chocolate MacroBar,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,MacroBar
1929,O2 Recovery,Blackberry Currant,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Currant
1845,Quantum Energy Squares,Coconut Almond Chocolate Chip,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Chip
462,GoMacro,Blueberry + Cashew Butter MacroBar,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,MacroBar
159,GoMacro,Peanut Butter Chocolate Chip MacroBar,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,MacroBar
877,Once Upon A Farm,"Mango, Banana & Spirulina Immunity Blend",2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Mango
1914,O2 Recovery,Lemon Lime,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Lime
849,Once Upon A Farm,"Apple, Cherry & Elderberry Immunity Blend",2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Apple
1864,Quantum Energy Squares,Caffe Mocha Almond Chip,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Chip
263,GoMacro,Oatmeal Chocolate Chip MacroBar,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,MacroBar
382,GoMacro,Peanut Butter MacroBar,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,MacroBar
416,GoMacro,Banana + Almond Butter Macrobar,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Macrobar
421,GoMacro,Dark Chocolate + Almonds MacroBar,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Chocolate
1935,O2 Recovery,Grapefruit Ginger,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Ginger
1890,O2 Recovery,Orange Mango,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Mango
301,Once Upon A Farm,Strawberry Banana Swirl Dairy-Free Smoothie,2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Smoothie
829,Once Upon A Farm,"Pineapple, Banana & Dragon Fruit Immunity Blend",2.99,2.0,1.8,0.3311036789297659,0.39799331103678937,0.06688963210702348,25% to 50%,Pineapple
1356,Lakewood,Organic Beet Juice,9.99,6.69,6.02,0.3303303303303303,0.39739739739739743,0.06706706706706711,25% to 50%,Juice
1796,Richard's,Still Water,1.49,1.0,0.9,0.32885906040268453,0.3959731543624161,0.06711409395973156,25% to 50%,Water
1341,GG Exceptional Fiber,Multiseed Fiber Crispbread,3.99,2.69,2.42,0.3258145363408522,0.393483709273183,0.06766917293233077,25% to 50%,Crispbread
1744,GG Exceptional Fiber,Cinnamon Honey Fiber Crispbread,3.99,2.69,2.42,0.3258145363408522,0.393483709273183,0.06766917293233077,25% to 50%,Crispbread
94,La Tortilla Factory,Organic Traditional Flour Tortillas (6 Pk),3.69,2.49,2.24,0.3252032520325202,0.3929539295392953,0.0677506775067751,25% to 50%,Tortilla
1753,AURA CACIA,Peppermint Essential Oil,27.39,18.49,16.64,0.32493610806863826,0.39247900693683824,0.06754289886819997,25% to 50%,Oil
1493,Beanfields,Grain Free Sweet Onion Rings,3.69,2.5,2.25,0.3224932249322493,0.3902439024390244,0.0677506775067751,25% to 50%,Rings
1696,Nature's Path Organic,Cacao Superfood Oatmeal,2.19,1.49,1.34,0.319634703196347,0.38812785388127846,0.06849315068493145,25% to 50%,Oatmeal
1724,Nature's Path Organic,Golden Turmeric Superfood Oatmeal,2.19,1.49,1.34,0.319634703196347,0.38812785388127846,0.06849315068493145,25% to 50%,Oatmeal
1431,Nature's Path Organic,"Summer Berries Boost Oatmeal, 2 oz",2.19,1.49,1.34,0.319634703196347,0.38812785388127846,0.06849315068493145,25% to 50%,Oatmeal
1389,Nature's Path Organic,"Maple Pecan Oatmeal, 2 oz",2.19,1.49,1.34,0.319634703196347,0.38812785388127846,0.06849315068493145,25% to 50%,Oatmeal
553,Nature's Path Organic,Sunrise Crunchy Vanilla Cereal,4.39,2.99,2.69,0.31890660592255116,0.3872437357630979,0.06833712984054674,25% to 50%,Cereal
1999,YO MAMAS FOODS,Orginal Fresh Tomatoes Marinara,8.79,5.99,5.39,0.3185437997724686,0.38680318543799774,0.06825938566552914,25% to 50%,Marinara
1993,YO MAMAS FOODS,Fresh Tomatoes Basil Pasta Sauce,8.79,5.99,5.39,0.3185437997724686,0.38680318543799774,0.06825938566552914,25% to 50%,Sauce
955,Cobram Estate,Classic Extra Virgin Olive Oil,10.99,7.49,6.74,0.3184713375796179,0.3867151956323931,0.06824385805277522,25% to 50%,Oil
1837,Celestial Seasonings,Sleepytime Tea,4.79,3.29,2.96,0.3131524008350731,0.3820459290187892,0.06889352818371608,25% to 50%,Tea
1972,One Brand,One Plant Churro Protein Bar,28.99,19.92,17.93,0.31286650569161767,0.3815108658157985,0.06864436012418085,25% to 50%,Bar
1894,Appalachian Naturals,Salad Dressing Ginger Miso,5.79,3.99,3.59,0.31088082901554404,0.3799654576856649,0.06908462867012088,25% to 50%,Miso
1985,Appalachian Naturals,Salad Dressing Italian Hemp,5.79,3.99,3.59,0.31088082901554404,0.3799654576856649,0.06908462867012088,25% to 50%,Salad
1940,Appalachian Naturals,Vinaigrette Cilantro Lime,5.79,3.99,3.59,0.31088082901554404,0.3799654576856649,0.06908462867012088,25% to 50%,Lime
1955,Appalachian Naturals,Salad Dressing Wildflower Honey Dijon,5.79,3.99,3.59,0.31088082901554404,0.3799654576856649,0.06908462867012088,25% to 50%,Dijon
70,American Flatbread,Vegan Harvest Flatbread,8.69,5.99,5.39,0.3107019562715765,0.379746835443038,0.06904487917146152,25% to 50%,Flatbread
45,Beyond Meat,Plant Based Meatballs,8.69,5.99,5.39,0.3107019562715765,0.379746835443038,0.06904487917146152,25% to 50%,Meatballs
1726,Whole Foods Market,Vitamin E 200 IU,12.99,8.99,8.09,0.3079291762894534,0.3772132409545804,0.06928406466512704,25% to 50%,IU
527,Whole Foods Market,"Vitamin D3 Softgels, 2000 IU",14.29,9.99,8.99,0.30090972708187536,0.37088873337998596,0.0699790062981106,25% to 50%,Softgels
324,Laird Superfood,Vanilla Superfood Creamer,4.99,3.49,3.14,0.3006012024048096,0.3707414829659319,0.07014028056112231,25% to 50%,Creamer
1146,One Degree Organic Foods,Organic Sprouted Cacao O's,4.99,3.49,3.14,0.3006012024048096,0.3707414829659319,0.07014028056112231,25% to 50%,O
1641,Laird Superfood,Original Superfood Creamer,4.99,3.49,3.14,0.3006012024048096,0.3707414829659319,0.07014028056112231,25% to 50%,Creamer
541,Laird Superfood,Unsweetened Superfood Creamer,4.99,3.49,3.14,0.3006012024048096,0.3707414829659319,0.07014028056112231,25% to 50%,Creamer
777,Quorn,Meatless & Soy Free Grounds,4.29,3.0,2.7,0.30069930069930073,0.3706293706293706,0.0699300699300699,25% to 50%,Meatless
210,Isigny Ste Mere,Double Cream French Brie,9.99,6.99,6.29,0.3003003003003003,0.37037037037037035,0.07007007007007005,25% to 50%,Brie
1803,Whole Foods Market,Vitamin C Food Sourced,19.99,13.99,12.59,0.30015007503751867,0.3701850925462731,0.0700350175087544,25% to 50%,Food
67,Siete Family Foods,Restaurant Style Dip Chips,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Chips
300,Snyder's of Hanover,Gluten Free Mini Pretzels,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Pretzels
33,Siete Family Foods,Sea Salt Grain Free Tortilla chips,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,chips
39,Tasteful Selections,Organic Ruby Sensations Potatoes,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Potatoes
53,Siete Family Foods,Grain Free Lime Tortilla Chips,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Chips
1688,Rao's Homemade,Sausage & Potato Soup,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Sausage
23,PRODUCE,Organic Gold Creamer Potatoes,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Potatoes
1666,Rao's Homemade,Tortellni & Vegetable Soup,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Tortellini
1369,Rao's Homemade,Chicken And Gnocchi Italian Style Soup,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Soup
1990,PRODUCE,Organic Kiwi,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Kiwi
968,Banza,Deluxe Elbows & Cheddar Mac & Cheese,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Elbows
460,Siete Family Foods,No Salt Tortilla Chips,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Chips
107,Siete Family Foods,Grain Free Churro Strips,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Strips
273,Snyder's of Hanover,Gluten Free Pretzel Sticks,4.99,3.5,3.15,0.29859719438877763,0.36873747494989983,0.0701402805611222,25% to 50%,Sticks
2071,BRADS RAW,Organic Sea Salt Cauliflower Veggie Flats,5.69,4.0,3.6,0.2970123022847101,0.36731107205623903,0.07029876977152894,25% to 50%,Flats
1482,Brad's Plant Based,Brad's Broccoli Cheddar Veggie Chips,5.69,4.0,3.6,0.2970123022847101,0.36731107205623903,0.07029876977152894,25% to 50%,Chips
856,Brad's Plant Based,Brad's Organic Kale Chips,5.69,4.0,3.6,0.2970123022847101,0.36731107205623903,0.07029876977152894,25% to 50%,Chips
1305,Brad's Plant Based,Sweet Potato Chips,5.69,4.0,3.6,0.2970123022847101,0.36731107205623903,0.07029876977152894,25% to 50%,Chips
988,Brad's Plant Based,Organic Cheddar Raw Veggie Chips,5.69,4.0,3.6,0.2970123022847101,0.36731107205623903,0.07029876977152894,25% to 50%,Chips
2065,BRADS RAW,Organic Everything Zucchini Veggie Flats,5.69,4.0,3.6,0.2970123022847101,0.36731107205623903,0.07029876977152894,25% to 50%,Flats
763,Whole Foods Market,Super Omega 3,38.99,27.49,24.74,0.29494742241600413,0.36547832777635303,0.0705309053603489,25% to 50%,Omega
1854,Green Garden,Organic Freeze Dried Chives,6.79,4.79,4.31,0.2945508100147275,0.3652430044182622,0.07069219440353469,25% to 50%,Chives
1984,Saucy Lips,Red Enchilada Sauce,4.49,3.19,2.87,0.28953229398663705,0.3608017817371938,0.07126948775055675,25% to 50%,Sauce
1976,Saucy Lips,Fajita Sauce,4.49,3.19,2.87,0.28953229398663705,0.3608017817371938,0.07126948775055675,25% to 50%,Sauce
1181,Whole Foods Market,"Vitamin D3 Softgels, 2000 IU",7.99,5.69,5.12,0.28785982478097616,0.3591989987484355,0.07133917396745937,25% to 50%,Softgels
1781,THE GFB,"Gluten Free Power Breakfast - Fruit, Nuts & Seeds",2.79,1.99,1.79,0.28673835125448033,0.3584229390681003,0.07168458781361997,25% to 50%,Fruit
1643,THE GFB,Apple Cinnamon Oatmeal Pop Up Bowl,2.79,1.99,1.79,0.28673835125448033,0.3584229390681003,0.07168458781361997,25% to 50%,Bowl
871,Forager Project,Organic Dairy-Free Blueberry Probiotic Drinkable Cashewmilk Yogurt,2.79,1.99,1.79,0.28673835125448033,0.3584229390681003,0.07168458781361997,25% to 50%,Yogurt
1934,THE GFB,Maple Raisin Power Breakfast,2.79,1.99,1.79,0.28673835125448033,0.3584229390681003,0.07168458781361997,25% to 50%,Breakfast
11,PRODUCE,Organic Cripps Pink Apple,2.79,1.99,1.79,0.28673835125448033,0.3584229390681003,0.07168458781361997,25% to 50%,Apple
855,Forager Project,Mango Cashew Milk Kefir,2.79,1.99,1.79,0.28673835125448033,0.3584229390681003,0.07168458781361997,25% to 50%,Kefir
705,Forager Project,Organic Dairy-Free Strawberry Probiotic Drinkable Cashewmilk Yogurt,2.79,1.99,1.79,0.28673835125448033,0.3584229390681003,0.07168458781361997,25% to 50%,Yogurt
765,nutpods,French Vanilla,3.49,2.49,2.24,0.28653295128939826,0.3581661891117478,0.07163323782234954,25% to 50%,Vanilla
1097,nutpods,Oat French Vanilla,3.49,2.49,2.24,0.28653295128939826,0.3581661891117478,0.07163323782234954,25% to 50%,Vanilla
989,nutpods,Unsweetened Dairy-Free Hazelnut Flavored Almond & Coconut Creamer,3.49,2.49,2.24,0.28653295128939826,0.3581661891117478,0.07163323782234954,25% to 50%,Creamer
572,nutpods,Toasted Marshmallow,3.49,2.49,2.24,0.28653295128939826,0.3581661891117478,0.07163323782234954,25% to 50%,Marshmallow
911,nutpods,Original,3.49,2.49,2.24,0.28653295128939826,0.3581661891117478,0.07163323782234954,25% to 50%,MISC
1653,Ferrara,Instant Espresso,4.19,2.99,2.69,0.28639618138424827,0.35799522673031037,0.0715990453460621,25% to 50%,Espresso
1947,LAFAM DELG,Sloppy Joe Sauce,4.19,2.99,2.69,0.28639618138424827,0.35799522673031037,0.0715990453460621,25% to 50%,Sauce
1749,PLANT BOSS,Organic Mild Plant Taco Meatless Crumbles,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Plant
1173,Whole Foods Market,Pumpkin Pie Half,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Half
2020,Purely Elizabeth,Vanilla Almond Butter Mct Grain Free Granola,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Granola
1977,Teapigs,Cold Brew Tea,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Tea
1693,Yellowbird Sauce,Jalapeno Hot Dip,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Dip
1921,Teapigs,Cold Brew Tea,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Tea
567,Bell & Evans,Breaded Parmesan Chicken Meatballs With Mozzarella,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Meatballs
958,Creminelli Fine Meats,Black Pepper Salami Minis,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Minis
220,Purely Elizabeth,Blueberry Hemp Ancient Grain Granola,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Granola
399,Purely Elizabeth,Coconut Cashew Grain-Free Granola,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Granola
464,Purely Elizabeth,Pumpkin Cinnamon Ancient Grain Granola,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Granola
1408,Creminelli Fine Meats,Salami Minis Whiskey Mini Salame Whiskey,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Minis
1949,Teapigs,Cold Brew Tea,6.99,4.99,4.49,0.28612303290414876,0.3576537911301859,0.07153075822603716,25% to 50%,Tea
1936,PAROMI,Organic Bourbon Vanilla Tea,9.79,6.99,6.29,0.2860061287027579,0.3575076608784473,0.07150153217568944,25% to 50%,Tea
1893,Paromi Tea,Sleep With Me Herbal Infusion Tea,9.79,6.99,6.29,0.2860061287027579,0.3575076608784473,0.07150153217568944,25% to 50%,Tea
1978,Paromi Tea,Wellness with Me™ Herbal Tea,9.79,6.99,6.29,0.2860061287027579,0.3575076608784473,0.07150153217568944,25% to 50%,Wellness
1912,Paromi Tea,Cinnamon Chai Tea,9.79,6.99,6.29,0.2860061287027579,0.3575076608784473,0.07150153217568944,25% to 50%,Tea
1951,Paromi Tea,Tea Hibiscus Berry Fair Trade Organic,9.79,6.99,6.29,0.2860061287027579,0.3575076608784473,0.07150153217568944,25% to 50%,Organic
1958,PAROMI,Organic Green Turmeric Ginger Tea,9.79,6.99,6.29,0.2860061287027579,0.3575076608784473,0.07150153217568944,25% to 50%,Tea
1908,Paromi Tea,Chamomile Lavender Tea,9.79,6.99,6.29,0.2860061287027579,0.3575076608784473,0.07150153217568944,25% to 50%,Tea
1123,Pacific Foods,Organic Poblano Pepper And Corn Chowder,4.19,3.0,2.7,0.2840095465393795,0.3556085918854416,0.0715990453460621,25% to 50%,Pepper
1083,Solely,Organic Mango Strips With Chili & Salt,4.19,3.0,2.7,0.2840095465393795,0.3556085918854416,0.0715990453460621,25% to 50%,Strips
1644,Snack Mates by The New Primal,Snack Mates Grass-Fed Beef & Cherry Bites,5.99,4.29,3.86,0.2838063439065108,0.3555926544240401,0.07178631051752926,25% to 50%,Bites
100,Beyond Meat,Breakfast Sausage Link Plant Based,5.99,4.29,3.86,0.2838063439065108,0.3555926544240401,0.07178631051752926,25% to 50%,Based
1195,Bob's Red Mill,Organic Masa Harina,5.29,3.79,3.41,0.28355387523629494,0.35538752362948955,0.07183364839319462,25% to 50%,Harina
797,Rowdy Mermaid Kombucha,Kombucha Strwbry Can Org,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Strwbry
1450,LesserEvil,Strawberry Beet Lil Puffs,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Puffs
756,Rowdy Mermaid Kombucha,Kombucha Lvndr Can Org,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Lvndr
1319,LesserEvil,Veggie Lil Puffs,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Puffs
671,Rowdy Mermaid Kombucha,Kombucha Organic Savory Peach,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Peach
1668,Dorot,Crushed Garlic,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Garlic
872,Rowdy Mermaid Kombucha,Kombucha Lion Root Can,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Root
1907,Tucson Tamale Company,Black Bean & Corn Tamale,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Tamale
1440,LesserEvil,Sweet Potato Apple Lil Puffs,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Puffs
1197,Rowdy Mermaid Kombucha,Organic Watermelon Bloom Kombucha,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Kombucha
1871,Dorot,Chopped Basil,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Basil
2029,FullGreen,Cauliflower Rice,3.49,2.5,2.25,0.2836676217765044,0.35530085959885394,0.07163323782234954,25% to 50%,Rice
