,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins
1850,AURA CACIA,Pine Essential Oil,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1851,TENDER AND TRUE PET FOOD,Chicken & Brown Rice Dog Food,2.79,2,1.8,0.283154122,0.35483871,0.071684588,25% to 50%
1852,Bob's Red Mill,Wheat Bran,1.99,1.49,1.34,0.251256281,0.326633166,0.075376884,25% to 50%
1853,TENDER AND TRUE PET FOOD,Turkey & Brown Rice Dog Food,2.79,2,1.8,0.283154122,0.35483871,0.071684588,25% to 50%
1854,Green Garden,Organic Freeze Dried Chives,6.79,4.79,4.31,0.29455081,0.365243004,0.070692194,25% to 50%
1855,Garden of Flavor,Twisted Roots Organic Cold-Pressed Juice,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1856,AURA CACIA,Rose Otto In Jojoba Oil,17.79,13.29,11.96,0.252951096,0.327712198,0.074761102,25% to 50%
1857,Bee Harmony Honey,Honey American Raw Wildflower,9.39,8.99,8.09,0.042598509,0.138445154,0.095846645,0% to 25%
1858,BEE HARMONY,Regional Northeast Honey,10.99,8.99,8.09,0.181983621,0.263876251,0.08189263,25% to 50%
1859,BHU FOODS,Peanut Butter Chocolate Chip Cookie Dough Bar,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1860,DeLallo,Sundried Tomato And Olive Pesto,7.29,5.49,4.94,0.24691358,0.322359396,0.075445816,25% to 50%
1861,PRODUCE,Large Hass Avocados,2.49,2,1.8,0.196787149,0.277108434,0.080321285,25% to 50%
1862,GOOD FOOD FOR GOOD,Organic Butter Chicken Sauce,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1863,Haven's Kitchen,Tangy BBQ,6.49,5.99,5.39,0.077041602,0.169491525,0.092449923,0% to 25%
1864,Quantum Energy Squares,Caffe Mocha Almond Chip,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
1865,HYDRO FLASK,20 Oz Wide Mouth With Flex Cap Stone 2.0,32.95,0,23.06,1,0.300151745,-0.699848255,25% to 50%
1866,Mrs. Meyer's Clean Day,Orange Clove Liquid Dish Soap,4.79,2.87,2.58,0.400835073,0.461377871,0.060542797,25% to 50%
1867,EAT NICE FOODS,Meaty Walnut Ravioli,7.99,6.99,6.29,0.125156446,0.212765957,0.087609512,0% to 25%
1868,BHU FOODS,Organic Chocolate Chip Cookie Dough Bar,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1869,Om Mushroom Superfood,Organic Beef Bone Broth Drink Mix,2.69,2.29,2.06,0.148698885,0.234200743,0.085501859,0% to 25%
1870,Forager Project,Organic Plain Seeds Oats Yogurt,5.99,5.69,5.12,0.050083472,0.14524207,0.095158598,0% to 25%
1871,Dorot,Chopped Basil,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
1872,Biena Snacks,Vegan Ranch Baked Puffs,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1873,Giovanni Cosmetics,2CHIC Clarifying & Calming Conditioner With Wintergreen And Blue Tansy,8.69,6.99,6.29,0.195627158,0.276179517,0.080552359,25% to 50%
1874,Durable Foil,Durable Poultry Pan 3 Pack,2.69,1.57,1.41,0.416356877,0.475836431,0.059479554,25% to 50%
1875,Divina,Olives Feta Stuffed Cup,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1876,Brita,Filter Cartridge Replacement 3Pk,29.99,0,20.99,1,0.300100033,-0.699899967,25% to 50%
1877,Four Sigmatic,Organic Balance Adaptogen Blend Mix,30.49,25.99,23.39,0.147589374,0.232863234,0.08527386,0% to 25%
1878,Om Mushroom Superfood,Mushroom Superfood Gently Zen Capsules,29.99,25.49,22.94,0.150050017,0.235078359,0.085028343,0% to 25%
1879,Tucson Tamale Company,Breakfast Sausage & Cheese Tamale,3.19,2.5,2.25,0.21630094,0.294670846,0.078369906,25% to 50%
1880,Rsp Nutrition,Tropical Immunity Hydration Shot Pineapple Ginger,3.99,3.39,3.05,0.15037594,0.235588972,0.085213033,0% to 25%
1881,Bellino,Filet Of Anchovies,5.79,4.69,4.22,0.189982729,0.271157168,0.081174439,25% to 50%
1882,88 Acres,Watermelon Seed Butter Pouch,1.99,1.79,1.61,0.100502513,0.190954774,0.090452261,0% to 25%
1883,Jarrow Formulas,L-arginine 1000 Mg,20.49,18.49,16.64,0.09760859,0.187896535,0.090287945,0% to 25%
1884,Ener-C,Orange Pkt,0.69,0.59,0.53,0.144927536,0.231884058,0.086956522,0% to 25%
1885,AURA CACIA,Sweet Peppermint,8.99,7.29,6.56,0.189098999,0.270300334,0.081201335,25% to 50%
1886,FullGreen,Riced Broccoli & Cauliflower,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
1887,Love Good Fats,Peanut Chocolatey Nutty Bar,2.49,2,1.8,0.196787149,0.277108434,0.080321285,25% to 50%
1888,Divina,Olives Feta Greek Mix Cup,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1889,Mesa De Vida,North African Cooking & Seasoning Sauce,7.49,5.99,5.39,0.200267023,0.280373832,0.080106809,25% to 50%
1890,O2 Recovery,Orange Mango,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
1891,Milkadamia,Oh Mommy! Macadamia Oil Spray,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
1892,Bfree Foods,Soft White Sandwich Loaf,7.29,5.99,5.39,0.178326475,0.260631001,0.082304527,25% to 50%
1893,Paromi Tea,Sleep With Me Herbal Infusion Tea,9.79,6.99,6.29,0.286006129,0.357507661,0.071501532,25% to 50%
1894,Appalachian Naturals,Salad Dressing Ginger Miso,5.79,3.99,3.59,0.310880829,0.379965458,0.069084629,25% to 50%
1895,Steve's PaleoGoods,Paleochef Peach Bbq,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1896,Himalaya®,Organic Shatavari,17.99,14.29,12.86,0.205669817,0.285158421,0.079488605,25% to 50%
1897,Eat the Change,Organic Jerky Teriyaki Ginger,5.49,4.49,4.04,0.182149362,0.264116576,0.081967213,25% to 50%
1898,AURA CACIA,Mind Guide Essential Oil Blend,12.79,10.29,9.26,0.195465207,0.275996873,0.080531665,25% to 50%
1899,Hen of the Woods,Everything Kettle Chips,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1900,Garden of Flavor,Appleade Organic Cold-Pressed Juice with Probiotics,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1901,Nooma,Electrolyte Sports Drink Blueberry Peach,2.49,1.99,1.79,0.200803213,0.281124498,0.080321285,25% to 50%
1902,DESERT ESSENCE,Green Apple Watermelon Toothpaste For Kids,4.99,4.29,3.86,0.140280561,0.226452906,0.086172345,0% to 25%
1903,Nancy's Fancy,Coconut Stracciatella With Dark Choc,8.99,5.99,5.39,0.333704116,0.400444939,0.066740823,25% to 50%
1904,Brita,Marina Filtering Bottle,39.99,0,27.99,1,0.300075019,-0.699924981,25% to 50%
1905,Celestial Seasonings,Gingerbread Spice Herbal Tea,3.99,2.37,2.13,0.406015038,0.466165414,0.060150376,25% to 50%
1906,Mavericks,Easy Cheesy Crackerz,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1907,Tucson Tamale Company,Black Bean & Corn Tamale,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
1908,Paromi Tea,Chamomile Lavender Tea,9.79,6.99,6.29,0.286006129,0.357507661,0.071501532,25% to 50%
1909,Eat the Change,Organic Jerky Hickory Smokehouse,5.49,4.49,4.04,0.182149362,0.264116576,0.081967213,25% to 50%
1910,Mesa De Vida,Smoky Latin Cooking & Seasoning Sauce,7.49,5.99,5.39,0.200267023,0.280373832,0.080106809,25% to 50%
1911,GOOD FOOD FOR GOOD,Organic Tikka Masala Sauce,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1912,Paromi Tea,Cinnamon Chai Tea,9.79,6.99,6.29,0.286006129,0.357507661,0.071501532,25% to 50%
1913,Eat the Change,Organic Jerky Sea Salt + Cracked,5.49,4.49,4.04,0.182149362,0.264116576,0.081967213,25% to 50%
1914,O2 Recovery,Lemon Lime,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
1915,BEE HARMONY,American Clover Honey,10.99,8.99,8.09,0.181983621,0.263876251,0.08189263,25% to 50%
1916,CORE Foods,Peanut Butter Core Crisps,4.99,3.29,2.96,0.340681363,0.406813627,0.066132265,25% to 50%
1917,Steve's PaleoGoods,Wing Sauce,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1918,Annie's Homegrown,Organic Vegetable Farm Shaped Pasta Soup,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1919,Nooma,Organic Chocolate Mint Electrolyte Sports Drink,2.49,1.99,1.79,0.200803213,0.281124498,0.080321285,25% to 50%
1920,Tanka Bar,Warrior Bar,4.79,4.49,4.04,0.06263048,0.1565762,0.09394572,0% to 25%
1921,Teapigs,Cold Brew Tea,6.99,4.99,4.49,0.286123033,0.357653791,0.071530758,25% to 50%
1922,Green Garden,Organic Freeze Dried Thyme,5.79,4.49,4.04,0.224525043,0.30224525,0.077720207,25% to 50%
1923,Ascent,Organic Vanilla Bean Plant Protein Single,3.69,3.19,2.87,0.135501355,0.222222222,0.086720867,0% to 25%
1924,Eat the Change,Jerky Habanero BBQ,5.49,4.49,4.04,0.182149362,0.264116576,0.081967213,25% to 50%
1925,Mavericks,Double Trouble Choc Cookiez,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1926,Giovanni Cosmetics,2CHIC Clarifying & Calming Deep Conditioning Hair Mask,3.99,3.19,2.87,0.200501253,0.280701754,0.080200501,25% to 50%
1927,AURA CACIA,German Chamomile In Jojoba Oil,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
1928,Himalaya®,Peppermint Complete Care Toothpaste,5.99,4.49,4.04,0.250417362,0.325542571,0.075125209,25% to 50%
1929,O2 Recovery,Blackberry Currant,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
1930,Celestial Seasonings,Organic Teawell Mood,5.49,3.99,3.59,0.273224044,0.346083789,0.072859745,25% to 50%
1931,AURA CACIA,Organic Blood Orange Essential Oil,6.69,5.39,4.85,0.19431988,0.275037369,0.080717489,25% to 50%
1932,Mavericks,Non-stop Choc Cookiez,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1933,Navitas Organics,Vanilla & Greens Superfood Blend,26.99,22.99,20.69,0.148203038,0.233419785,0.085216747,0% to 25%
1934,THE GFB,Maple Raisin Power Breakfast,2.79,1.99,1.79,0.286738351,0.358422939,0.071684588,25% to 50%
1935,O2 Recovery,Grapefruit Ginger,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
1936,PAROMI,Organic Bourbon Vanilla Tea,9.79,6.99,6.29,0.286006129,0.357507661,0.071501532,25% to 50%
1937,Emu,Orange Blossom Hand Sanitizer Mist,5.29,4.49,4.04,0.151228733,0.236294896,0.085066163,0% to 25%
1938,Brekki,Strawberry Overnight Oats,2.99,0.99,0.89,0.668896321,0.702341137,0.033444816,50% to 75%
1939,Ball,Aluminum Cups,5.99,3.57,3.21,0.404006678,0.464106845,0.060100167,25% to 50%
1940,Appalachian Naturals,Vinaigrette Cilantro Lime,5.79,3.99,3.59,0.310880829,0.379965458,0.069084629,25% to 50%
1941,GREEN GARDEN,Organic Freeze Dried Basil,5.69,4.29,3.86,0.246045694,0.321616872,0.075571178,25% to 50%
1942,Mrs. Meyer's Clean Day,Orange Clove Room Freshener,5.99,3.57,3.21,0.404006678,0.464106845,0.060100167,25% to 50%
1943,La Famiglia Del Grosso,Organic Tomato Basil Pasta Sauce,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
1944,Celestial Seasonings,Candy Cane Lane Green Tea,3.99,2.37,2.13,0.406015038,0.466165414,0.060150376,25% to 50%
1945,Plantstrong,Organic Spanish Style Sofrito Broth,3.99,3.29,2.96,0.175438596,0.258145363,0.082706767,25% to 50%
1946,DESERT ESSENCE,Eco Harvest Tea Tree Oil,8.49,7.69,6.92,0.094228504,0.184923439,0.090694935,0% to 25%
1947,LAFAM DELG,Sloppy Joe Sauce,4.19,2.99,2.69,0.286396181,0.357995227,0.071599045,25% to 50%
1948,Mavericks,Str8-up Original Crackerz,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1949,Teapigs,Cold Brew Tea,6.99,4.99,4.49,0.286123033,0.357653791,0.071530758,25% to 50%
1950,Kuli Kuli,Organic Apple Cucumber Daily Green Boost Shot,3.99,3.19,2.87,0.200501253,0.280701754,0.080200501,25% to 50%
1951,Paromi Tea,Tea Hibiscus Berry Fair Trade Organic,9.79,6.99,6.29,0.286006129,0.357507661,0.071501532,25% to 50%
1952,CORE Foods,Ranch Core Crisps,4.99,3.29,2.96,0.340681363,0.406813627,0.066132265,25% to 50%
1953,La Famiglia Del Grosso,Organic Marinara,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
1954,Brita,Replacement Filter,11.99,0,8.39,1,0.300250209,-0.699749791,25% to 50%
1955,Appalachian Naturals,Salad Dressing Wildflower Honey Dijon,5.79,3.99,3.59,0.310880829,0.379965458,0.069084629,25% to 50%
1956,AURA CACIA,Manuka,40.89,32.49,29.24,0.2054292,0.284910736,0.079481536,25% to 50%
1957,AURA CACIA,Turmeric Extract,24.39,19.49,17.54,0.200902009,0.280852809,0.0799508,25% to 50%
1958,PAROMI,Organic Green Turmeric Ginger Tea,9.79,6.99,6.29,0.286006129,0.357507661,0.071501532,25% to 50%
1959,Brita,Replacement Bottle Filters 3pk,12.99,0,9.09,1,0.300230947,-0.699769053,25% to 50%
1960,Nutiva,Organic Squeezable Refined Coconut Oil,3.99,3.79,3.41,0.050125313,0.145363409,0.095238095,0% to 25%
1961,Paromi Tea,Tea Matcha Turmeric Ginger Cinnamon,14.49,10.99,9.89,0.241545894,0.317460317,0.075914424,25% to 50%
1962,Real Made,Organic Banana & Coffee Overnight Oats 5 Count,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
1963,Neutral,Organic Whole Milk,5.49,4.99,4.49,0.091074681,0.182149362,0.091074681,0% to 25%
1964,MOONDANCE HEAVENLY DESSERTS,Cinnamon Pecan Coffee Cake,4.99,4.49,4.04,0.100200401,0.190380762,0.090180361,0% to 25%
1965,AURA CACIA,Sweet Orange Certified Organic Essential Oil,5.99,4.79,4.31,0.20033389,0.280467446,0.080133556,25% to 50%
1966,AURA CACIA,Organic Lemon Eucalyptus Essential Oil,5.99,4.79,4.31,0.20033389,0.280467446,0.080133556,25% to 50%
1967,Eat the Change,Jerky Maple Mustard,5.49,4.49,4.04,0.182149362,0.264116576,0.081967213,25% to 50%
1968,Enlightened,Chocolate Syrup Sugar Free,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1969,Steve's PaleoGoods,Maple Mustard,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1970,Om Mushroom Superfood,Organic Mighty Mushroom Broth,22.99,19.49,17.54,0.152240104,0.237059591,0.084819487,0% to 25%
1971,Kuli Kuli,Organic Get Well Soon Shot,3.99,3.19,2.87,0.200501253,0.280701754,0.080200501,25% to 50%
1972,One Brand,One Plant Churro Protein Bar,28.99,19.92,17.93,0.312866506,0.381510866,0.06864436,25% to 50%
1973,TENDER AND TRUE PET FOOD,Turkey And Brown Rice Dog Food,15.99,13.99,12.59,0.125078174,0.212632896,0.087554722,0% to 25%
1974,AURA CACIA,Organic Distilled Lime Essential Oil,7.39,5.99,5.39,0.189445196,0.270635995,0.081190798,25% to 50%
1975,TENDER AND TRUE PET FOOD,Dry Cat Food Chicken & Brown Rice,13.99,11.99,10.79,0.142959257,0.228734811,0.085775554,0% to 25%
1976,Saucy Lips,Fajita Sauce,4.49,3.19,2.87,0.289532294,0.360801782,0.071269488,25% to 50%
1977,Teapigs,Cold Brew Tea,6.99,4.99,4.49,0.286123033,0.357653791,0.071530758,25% to 50%
1978,Paromi Tea,Wellness with Me™ Herbal Tea,9.79,6.99,6.29,0.286006129,0.357507661,0.071501532,25% to 50%
1979,PAROMI,Organic Matcha With Cocoa Tea,13.49,8.99,8.09,0.33358043,0.400296516,0.066716086,25% to 50%
1980,Quest Nutrition®,Chocolate Sprinkled Doughnut Protein Bar 12 Count,26.99,25.49,22.94,0.055576139,0.150055576,0.094479437,0% to 25%
1981,Neutral,Organic Whole Milk,5.49,4.99,4.49,0.091074681,0.182149362,0.091074681,0% to 25%
1982,Sonoma Creamery,Everything Cheddar Cheese Crisp Bar,1.99,1.29,1.16,0.351758794,0.417085427,0.065326633,25% to 50%
1983,Moondance Desserts,Cake Blueberry Almond Coffee,4.99,4.49,4.04,0.100200401,0.190380762,0.090180361,0% to 25%
1984,Saucy Lips,Red Enchilada Sauce,4.49,3.19,2.87,0.289532294,0.360801782,0.071269488,25% to 50%
1985,Appalachian Naturals,Salad Dressing Italian Hemp,5.79,3.99,3.59,0.310880829,0.379965458,0.069084629,25% to 50%
1986,FAGE,Total 2% Blueberry Greek Yogurt,1.39,1.1,0.99,0.208633094,0.287769784,0.079136691,25% to 50%
1987,Icelandic Provisions,Blueberry Bilberry Skyr,1.99,1.5,1.35,0.246231156,0.32160804,0.075376884,25% to 50%
1988,PAROMI,Organic De-stress With Me Rooibos Tea,9.79,7.99,7.19,0.183861083,0.26557712,0.081716037,25% to 50%
1989,CAMELBAK,Eddy Kids Colorblock Butterflies Bottle 14 Ounce,14,0,9.8,1,0.3,-0.7,25% to 50%
1990,PRODUCE,Organic Kiwi,4.99,3.5,3.15,0.298597194,0.368737475,0.070140281,25% to 50%
1991,FAGE,Total 2% Strawberry Greek Yogurt,1.39,1.1,0.99,0.208633094,0.287769784,0.079136691,25% to 50%
1992,Bob's Red Mill,Baking Soda,2.79,1.39,1.25,0.501792115,0.551971326,0.050179211,50% to 75%
1993,YO MAMAS FOODS,Fresh Tomatoes Basil Pasta Sauce,8.79,5.99,5.39,0.3185438,0.386803185,0.068259386,25% to 50%
1994,BHU FOODS,Keto Chocolate Chip Cookie Dough Bites,9.69,9.29,8.36,0.04127967,0.137254902,0.095975232,0% to 25%
1995,Rhythm Superfoods,Organic Vegan White Cheddar Cauliflower Bites,3.99,3.75,3.375,0.060150376,0.154135338,0.093984962,0% to 25%
1996,Purely Elizabeth,Sea Salt,6.79,4.99,4.49,0.265095729,0.338733432,0.073637703,25% to 50%
1997,Rhythm Superfoods,Original Kale Chips,4.69,3.75,3.375,0.200426439,0.280383795,0.079957356,25% to 50%
1998,POP AND BOTTLE,Organic Matcha Green Tea Almond Milk,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
1999,YO MAMAS FOODS,Orginal Fresh Tomatoes Marinara,8.79,5.99,5.39,0.3185438,0.386803185,0.068259386,25% to 50%
2000,Yellowbird Sauce,Habanero Hot Sauce,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
2001,Whole Foods Market,Mt. Athos Fire Bread,4.99,4.49,4.04,0.100200401,0.190380762,0.090180361,0% to 25%
2002,Vive Organic,Immunity Boost,14.99,11.99,10.79,0.200133422,0.280186791,0.080053369,25% to 50%
2003,Moon Cheese,Garlickin' Parm Bites,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
2004,Simply Organic,Roasted Garlic & Herb Blend Umami Blends,6.69,5.29,4.76,0.209267564,0.288490284,0.07922272,25% to 50%
2005,Frontier Co-op,Premium Nutritional Yeast Blend,10.99,8.79,7.91,0.200181984,0.280254777,0.080072793,25% to 50%
2006,GOOD FOOD FOR GOOD,Organic Ketchup,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
2007,Gaia Herbs,Organic Extra Strength Turmeric Supreme Gummies,24.99,20.99,18.89,0.160064026,0.244097639,0.084033613,0% to 25%
2008,BHU FOODS,Keto Double Dark Chocolate Chip Cookie Dough Bites,9.69,9.29,8.36,0.04127967,0.137254902,0.095975232,0% to 25%
2009,Dr. Praeger's,Kids Kale Littles,4.79,4,3.6,0.164926931,0.248434238,0.083507307,0% to 25%
2010,Savorly,Mini Pies 12 Count,7.99,4.77,4.29,0.403003755,0.463078849,0.060075094,25% to 50%
2011,Saffron Road,Chipotle Crunch Chickpeas,4.39,3.49,3.14,0.20501139,0.284738041,0.079726651,25% to 50%
2012,Banza,Roasted Veggie Chickpea Pizza,8.99,6.99,6.29,0.22246941,0.300333704,0.077864294,25% to 50%
2013,Frontier Co-op,Premium Nutritional Yeast Blend,10.99,8.79,7.91,0.200181984,0.280254777,0.080072793,25% to 50%
2014,Solely,Organic Chili & Salt Dried Pineapple Rings,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
2015,Tessemae's,Organic Mayonnaise,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
2016,Organic India,Organic Turmeric Ginger Herbal Tea,5.69,4.29,3.86,0.246045694,0.321616872,0.075571178,25% to 50%
2017,Bulletproof,The Original Ground Coffee,14.99,12.99,11.69,0.133422282,0.220146765,0.086724483,0% to 25%
2018,Catalina Crunch,Graham Cracker Cereal,9.29,6.99,6.29,0.247578041,0.322927879,0.075349839,25% to 50%
2019,Bulletproof,The Original Whole Bean Coffee,14.99,12.99,11.69,0.133422282,0.220146765,0.086724483,0% to 25%
2020,Purely Elizabeth,Vanilla Almond Butter Mct Grain Free Granola,6.99,4.99,4.49,0.286123033,0.357653791,0.071530758,25% to 50%
2021,Celestial Seasonings,Caffeine Free Classic Sleepytime Herbal Tea,2.69,2.49,2.24,0.074349442,0.167286245,0.092936803,0% to 25%
2022,Hella Cocktail Co.,Dry Bitters & Soda,8.99,7.99,7.19,0.111234705,0.200222469,0.088987764,0% to 25%
2023,Silver Hills Bakery,Mack's Flax™,4.49,3.49,3.14,0.222717149,0.300668151,0.077951002,25% to 50%
2024,Beekeeper's Naturals,B. Soothed Honey Lozenges 14 Count,10.99,8.49,7.64,0.227479527,0.304822566,0.077343039,25% to 50%
2025,Kite Hill,Tortellini,8.99,7.49,6.74,0.166852058,0.250278087,0.083426029,25% to 50%
2026,Organic India,Green Tea Tulsi Green Tea,5.69,4.29,3.86,0.246045694,0.321616872,0.075571178,25% to 50%
2027,Bulletproof,Mentalist Whole Bean Coffee,14.99,12.99,11.69,0.133422282,0.220146765,0.086724483,0% to 25%
2028,Celestial Seasonings,Cinnamon Apple Spice Tea,2.69,2.49,2.24,0.074349442,0.167286245,0.092936803,0% to 25%
2029,FullGreen,Cauliflower Rice,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
2030,RXBAR,Gingerbread Protein Bars,2.49,1.47,1.32,0.409638554,0.469879518,0.060240964,25% to 50%
2031,Made In Nature,Organic Apricots Dried Fruit,5.69,4.99,4.49,0.123022847,0.210896309,0.087873462,0% to 25%
2032,Celestial Seasonings,Peppermint Tea,2.69,2.49,2.24,0.074349442,0.167286245,0.092936803,0% to 25%
2033,Yellowbird Sauce,Serrano Hot Sauce,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
2034,Yellowbird Sauce,Sriracha Hot Sauce,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
2035,Bulletproof,Mentalist Ground Coffee,14.99,12.99,11.69,0.133422282,0.220146765,0.086724483,0% to 25%
2036,Frontier Co-op,Premium Nutritional Yeast Blend,10.99,8.79,7.91,0.200181984,0.280254777,0.080072793,25% to 50%
2037,Bob's Red Mill,Super-fine Natural Almond Flour,8.79,6.79,6.11,0.227531286,0.304891923,0.077360637,25% to 50%
2038,Bulletproof,French Kick Ground Coffee,14.99,12.99,11.69,0.133422282,0.220146765,0.086724483,0% to 25%
2039,Celestial Seasonings,Organic Teawell Laxative,5.49,3.99,3.59,0.273224044,0.346083789,0.072859745,25% to 50%
2040,POP AND BOTTLE,Organic Vanilla Bean Almond Milk,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
2041,Birch Benders,Chocolate Chip Keto Pancake Mix,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
2042,Artisola,Cheese Ravioli With Cauliflower Dough,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
2043,MegaFood,D3 1000Iu Gummy - Bone,15.99,13.49,12.14,0.156347717,0.240775485,0.084427767,0% to 25%
2044,Organic India,Organic Tulsi Sleep Tea,5.69,4.29,3.86,0.246045694,0.321616872,0.075571178,25% to 50%
2045,DRY Botanical Bubbly,Sparkling Cranberry Soda,5.69,3.37,3.03,0.407732865,0.467486819,0.059753954,25% to 50%
2046,SEVENTH GENERATION,Lemongrass & Citrus Disinfecting Bathroom Cleaner,5.99,4.49,4.04,0.250417362,0.325542571,0.075125209,25% to 50%
2047,Natierra,Organic Cacao Powder,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
2048,Mesa De Vida,Caribbean Cooking & Seasoning Sauce,7.49,5.99,5.39,0.200267023,0.280373832,0.080106809,25% to 50%
