,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins
100,Beyond Meat,Breakfast Sausage Link Plant Based,5.99,4.29,3.86,0.283806344,0.355592654,0.071786311,25% to 50%
101,Kite Hill,Ricotta Tortellini,8.99,7.49,6.74,0.166852058,0.250278087,0.083426029,25% to 50%
102,Organic Valley,Organic Purity Farms Ghee,15.29,11.69,10.52,0.235448005,0.311968607,0.076520602,25% to 50%
103,Bragg Live Food Products,Premium Nutritional Yeast Seasoning,5.99,4.49,4.04,0.250417362,0.325542571,0.075125209,25% to 50%
104,Earth Balance,Soy Free Buttery Spread,5.79,4.99,4.49,0.138169257,0.224525043,0.086355786,0% to 25%
105,GT's Cocoyo,Organic Vanilla 8oz,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
106,Catalina Crunch,Dark Chocolate Cereal,9.29,6.99,6.29,0.247578041,0.322927879,0.075349839,25% to 50%
107,Siete Family Foods,Grain Free Churro Strips,4.99,3.5,3.15,0.298597194,0.368737475,0.070140281,25% to 50%
108,GT's Synergy Kombucha,Organic Mystic Mango 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
109,Kite Hill,Spinach And Ricotta Ravioli,8.49,6.99,6.29,0.176678445,0.259128386,0.082449941,25% to 50%
110,Vive Organic,Organic Immunity Boost Wellness Shot,3.99,3.19,2.87,0.200501253,0.280701754,0.080200501,25% to 50%
111,Solely,Mango Halves Organic,7.69,6.99,6.29,0.091027308,0.182054616,0.091027308,0% to 25%
112,Earth Balance,Vegan Buttery Sticks,5.79,4.99,4.49,0.138169257,0.224525043,0.086355786,0% to 25%
113,Wildwood,Organic Extra Firm Tofu,2.79,2.49,2.24,0.107526882,0.197132616,0.089605735,0% to 25%
114,Vega,One Organic French Vanilla Large Tub,62.99,50.49,45.44,0.198444197,0.278615653,0.080171456,25% to 50%
115,Forager Project,Organic Dairy-Free Vanilla Bean Cashewmilk Yogurt,5.99,5.49,4.94,0.083472454,0.175292154,0.091819699,0% to 25%
116,Dr. Praeger's,California Veggie Burgers,4.49,4,3.6,0.109131403,0.198218263,0.08908686,0% to 25%
117,Garden of Life,Vanilla Raw Organic Protein,41.99,35.49,31.94,0.154798762,0.239342701,0.084543939,0% to 25%
118,Califia Farms,Protein Oat Original,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
119,Base Culture,Keto Bread,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
120,Evolution Fresh,Cold Pressed Organic Green Devotion,5.49,3.5,3.15,0.362477231,0.426229508,0.063752277,25% to 50%
121,Sambazon,Original Blend Smoothie Superfruit Pack,7.39,5.99,5.39,0.189445196,0.270635995,0.081190798,25% to 50%
122,Sensible Portions,Organic Sea Salt Veggie Straws,4.99,3.79,3.41,0.240480962,0.316633267,0.076152305,25% to 50%
123,Evolution Fresh,Cold Pressed Organic Super Fruit Greens,5.49,3.5,3.15,0.362477231,0.426229508,0.063752277,25% to 50%
124,Artisola,Organic Spinach And Cheese Tortellini,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
125,Cabot Creamery,Seriously Sharp Cheddar Cheese,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
126,GT's Synergy Kombucha,Gingerberry 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
127,BUF Creamery,Ciliegine Mozzarella di Bufala,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
128,Changing Seas,Norwegian Classic Roasted Salmon,7.99,6.99,6.29,0.125156446,0.212765957,0.087609512,0% to 25%
129,PRODUCE,Organic Red Chard,2.29,1.666666667,1.5,0.272197962,0.344978166,0.072780204,25% to 50%
130,Califia Farms,Vanilla Almond Milk Creamer,4.99,4.49,4.04,0.100200401,0.190380762,0.090180361,0% to 25%
131,Wellshire Farms,Virginia Baked Ham,9.99,8.49,7.64,0.15015015,0.235235235,0.085085085,0% to 25%
132,GT's Synergy Kombucha,Organic Watermelon Wonder 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
133,GT's Synergy Kombucha,Organic Strawberry Serenity 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
134,4TH & HEART,Ghee Clarified Butter,11.29,9.99,8.99,0.115146147,0.203720106,0.088573959,0% to 25%
135,Lightlife,Original Organic Tempeh,2.99,2.39,2.15,0.200668896,0.280936455,0.080267559,25% to 50%
136,LaCroix Sparkling Water,Watermelon Sparkling Water 12pk,5.99,4.5,4.05,0.248747913,0.323873122,0.075125209,25% to 50%
137,Vega,One Organic Chocolate Large Tub,62.99,50.49,45.44,0.198444197,0.278615653,0.080171456,25% to 50%
138,Lifeway,Organic Lowfat Plain Kefir,4.79,3.99,3.59,0.167014614,0.250521921,0.083507307,25% to 50%
139,Whole Foods Market,Pumpkin Pie,12.99,9.99,8.99,0.230946882,0.307929176,0.076982294,25% to 50%
140,Field Roast,Chao Creamery Vegan Slices,5.49,5.19,4.67,0.054644809,0.149362477,0.094717668,0% to 25%
141,Wild Planet,Wild Albacore Tuna,4.19,3.39,3.05,0.190930788,0.272076372,0.081145585,25% to 50%
142,Vital Farms,Hard Boiled Pasture Raised Eggs,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
143,Lightlife,Organic Smoky Bacon Tempeh Strips,5.29,3.99,3.59,0.245746692,0.321361059,0.075614367,25% to 50%
144,Follow Your Heart,Parmesan - Shredded 4 oz,5.39,3.49,3.14,0.352504638,0.417439703,0.064935065,25% to 50%
145,FAGE,Total 2% Plain Greek Yogurt,1.39,1.1,0.99,0.208633094,0.287769784,0.079136691,25% to 50%
146,Bitchin' Sauce,Chipotle,5.99,5,4.5,0.165275459,0.248747913,0.083472454,0% to 25%
147,Stacy's,Simply Naked Pita Chips (Party Size),6.39,4.99,4.49,0.219092332,0.297339593,0.078247261,25% to 50%
148,Kevin's Natural Foods,Roasted Garlic Chicken,10.99,6.99,6.29,0.363967243,0.42766151,0.063694268,25% to 50%
149,nutpods,Original,4.99,4.69,4.22,0.06012024,0.154308617,0.094188377,0% to 25%
150,Caulipower,Margherita Pizza,7.99,6.29,5.66,0.212765957,0.291614518,0.078848561,25% to 50%
151,Bob's Red Mill,Super Fine Almond Flour,8.79,6.79,6.11,0.227531286,0.304891923,0.077360637,25% to 50%
152,Perfect Bar,Original Refrigerated Protein Bar,2.79,2,1.8,0.283154122,0.35483871,0.071684588,25% to 50%
153,Artisola,Organic Cheese Tortellini,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
154,365 by Whole Foods Market,Organic Peanut Butter,4.29,2.19,1.97,0.48951049,0.540792541,0.051282051,50% to 75%
155,Nature's All,Organic Freeze Dried Strawberries,6.79,5.29,4.76,0.220913108,0.298969072,0.078055965,25% to 50%
156,LaCroix Sparkling Water,Naturally Passionfruit Essenced Spakling Water,5.99,4.5,4.05,0.248747913,0.323873122,0.075125209,25% to 50%
157,LesserEvil,"Popcorn ""No Cheese"" Cheesiness",3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
158,Once Upon A Farm,Green Kale & Apples Fruit & Veggie Blend,2.49,2,1.8,0.196787149,0.277108434,0.080321285,25% to 50%
159,GoMacro,Peanut Butter Chocolate Chip MacroBar,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
160,365 by Whole Foods Market,Creamy Peanut Butter,5.39,2.19,1.97,0.593692022,0.634508349,0.040816327,50% to 75%
161,Kite Hill,Mushroom And Ricotta Ravioli,8.49,6.99,6.29,0.176678445,0.259128386,0.082449941,25% to 50%
162,GT's Synergy Kombucha,Gingerberry 48oz,8.39,7.49,6.74,0.10727056,0.196662694,0.089392133,0% to 25%
163,The a2 Milk Company,Whole Milk,4.49,4,3.6,0.109131403,0.198218263,0.08908686,0% to 25%
164,MadeGood,Organic Chocolate Chip Granola Bars,4.19,3.49,3.14,0.167064439,0.250596659,0.08353222,25% to 50%
165,Good Culture,Organic Double Cream Classic Cottage Cheese,5.49,4.49,4.04,0.182149362,0.264116576,0.081967213,25% to 50%
166,Once Upon A Farm,Wild Rumpus Avocado Fruit & Veggie Blend,2.49,2,1.8,0.196787149,0.277108434,0.080321285,25% to 50%
167,Evolution Fresh,Cold Pressed Mighty Watermelon,5.49,3.5,3.15,0.362477231,0.426229508,0.063752277,25% to 50%
168,Banza,Chickpeas Crust,8.99,6.99,6.29,0.22246941,0.300333704,0.077864294,25% to 50%
169,SEAFOOD,Atlantic Blue Point Oysters,1.99,1.49,1.34,0.251256281,0.326633166,0.075376884,25% to 50%
170,Van's Foods,Gluten Free Blueberry Waffles,3.49,2.99,2.69,0.143266476,0.229226361,0.085959885,0% to 25%
171,Evolution Fresh,Cold Pressed Organic Essential Greens®,5.49,3.5,3.15,0.362477231,0.426229508,0.063752277,25% to 50%
172,Califia Farms,Creamy Original Almond Milk,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
173,Bitchin' Sauce,Original ,5.99,5,4.5,0.165275459,0.248747913,0.083472454,0% to 25%
174,Organic Valley,Organic Cream Cheese,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
175,SEVENTH GENERATION,Paper Towels,12.49,11.79,10.61,0.056044836,0.150520416,0.09447558,0% to 25%
176,Base Culture,7 Nut & Seed Bread,8.49,7.99,7.19,0.058892815,0.153121319,0.094228504,0% to 25%
177,SEVENTH GENERATION,Blue Eucalyptus Lavender Laundry Liquid 2x,13.29,12.49,11.24,0.060195636,0.154251317,0.094055681,0% to 25%
178,Banza,Chickpea Rotini Pasta,3.79,2.99,2.69,0.211081794,0.290237467,0.079155673,25% to 50%
179,365 by Whole Foods Market,Organic Peanut Butter,4.29,2.19,1.97,0.48951049,0.540792541,0.051282051,50% to 75%
180,Birch Benders,Paleo Toaster Waffles 6ct,4.99,3.99,3.59,0.200400802,0.280561122,0.080160321,25% to 50%
181,BUF Creamery,Buf Burrata,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
182,Lakewood,PURE Cranberry Organic,10.49,9.49,8.54,0.095328885,0.185891325,0.09056244,0% to 25%
183,Barbara's Bakery,Original Cheese Puffs (7 Oz),3.49,2.69,2.42,0.229226361,0.306590258,0.077363897,25% to 50%
184,Bonafide Provisions,Organic Beef Bone Broth,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
185,Evolution Fresh,Cold Pressed Tangerine,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
186,GimMe,Organic Roasted Premium Seaweed Snack,5.99,4.79,4.31,0.20033389,0.280467446,0.080133556,25% to 50%
187,Olipop,Strawberry Vanilla Sparkling Tonic,2.49,2,1.8,0.196787149,0.277108434,0.080321285,25% to 50%
188,Saffron Road,Chicken Tikka Masala With Basmati Rice,5.29,4.29,3.86,0.189035917,0.270321361,0.081285444,25% to 50%
189,CLARINA,3 Year Gouda,18.99,17.99,16.19,0.052659294,0.147446024,0.09478673,0% to 25%
190,Terra Chips,Original Exotic Vegetable Chips,4.49,3.5,3.15,0.220489978,0.29844098,0.077951002,25% to 50%
191,Navitas Organics,Organic Cacao Powder,9.99,7.69,6.92,0.23023023,0.307307307,0.077077077,25% to 50%
192,Evolution Fresh,Cold Pressed Organic Greens & Ginger,5.49,3.5,3.15,0.362477231,0.426229508,0.063752277,25% to 50%
193,Santa Cruz Organic,Organic Creamy Light Roasted Peanut Butter,6.79,5.39,4.85,0.206185567,0.285714286,0.079528719,25% to 50%
194,Grillo's Pickles,Hot Pickles,7.49,6.49,5.84,0.133511348,0.220293725,0.086782377,0% to 25%
195,Califia Farms,Hazelnut Oat Creamer,4.99,4.49,4.04,0.100200401,0.190380762,0.090180361,0% to 25%
196,Van's Foods,Totally Original Power Grains Waffles,3.29,2.99,2.69,0.09118541,0.182370821,0.09118541,0% to 25%
197,Califia Farms,Unsweetened Oat Creamer,4.99,4.49,4.04,0.100200401,0.190380762,0.090180361,0% to 25%
198,Artisana Foods,Raw Almond Nut Butter,19.99,15.99,14.39,0.20010005,0.28014007,0.08004002,25% to 50%
199,Santa Barbara Smokehouse,Smoked Atlantic Salmon,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
200,Icelandic Provisions,Traditional Vanilla,1.69,1.5,1.35,0.112426036,0.201183432,0.088757396,0% to 25%
201,GT's Synergy Kombucha,Organic Sacred Life 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
202,KeVita,Organic Lemon Cayenne Sparkling Probiotic Drink,3.29,2.5,2.25,0.240121581,0.316109422,0.075987842,25% to 50%
203,Lifeway,Kefir Cultured Whole Milk,4.99,3.99,3.59,0.200400802,0.280561122,0.080160321,25% to 50%
204,Spectrum,Organic Refined Sunflower Oil (32 Oz),10.29,9.29,8.36,0.09718173,0.187560739,0.090379009,0% to 25%
205,Bob's Red Mill,Organic Quick Cooking Rolled Oats,6.49,4.69,4.22,0.277349769,0.349768875,0.072419106,25% to 50%
206,Wedderspoon,100% Raw Manuka Honey Kfactor 16,43.99,36.99,33.29,0.159127074,0.243237099,0.084110025,0% to 25%
207,nuun,Strawberry Lemonade Hydration,6.49,6,5.4,0.07550077,0.167950693,0.092449923,0% to 25%
208,Evolution Fresh,Cold Pressed Organic Grapefruit,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
209,Back to Nature,Organic Stoneground Wheat Cracker,3.69,3.49,3.14,0.054200542,0.149051491,0.094850949,0% to 25%
210,Isigny Ste Mere,Double Cream French Brie,9.99,6.99,6.29,0.3003003,0.37037037,0.07007007,25% to 50%
211,BLUE SKY FAMILY FARMS,Pasture Raised Organic Large Brown Eggs,5.99,4.59,4.13,0.233722871,0.310517529,0.076794658,25% to 50%
212,Coconut Secret,Coconut Aminos,6.49,5.49,4.94,0.154083205,0.238828968,0.084745763,0% to 25%
213,FAGE,Total Plain Greek Yogurt,1.39,1.1,0.99,0.208633094,0.287769784,0.079136691,25% to 50%
214,GT's Synergy Kombucha,Organic Golden Pineapple 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
215,LesserEvil,Popcorn Himalayan Gold,3.69,3,2.7,0.18699187,0.268292683,0.081300813,25% to 50%
216,GimMe,Organic Roasted Premium Seaweed Snack,5.99,4.79,4.31,0.20033389,0.280467446,0.080133556,25% to 50%
217,PRODUCE,Organic Yellow Bell Pepper,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
218,Mother in Law's Kimchi,House Napa Cabbage Kimchi,8.99,7.99,7.19,0.111234705,0.200222469,0.088987764,0% to 25%
219,LesserEvil,"Paleo Puffs ""No Cheese"" Cheesiness",3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
220,Purely Elizabeth,Blueberry Hemp Ancient Grain Granola,6.99,4.99,4.49,0.286123033,0.357653791,0.071530758,25% to 50%
221,Wild Planet,No Salt Added Wild Albacore Tuna,4.19,3.39,3.05,0.190930788,0.272076372,0.081145585,25% to 50%
222,Roth Cheese,3 Chili Pepper Gouda,13.99,12.99,11.69,0.071479628,0.164403145,0.092923517,0% to 25%
223,Artisola,Chicken And Mozzarella Ravioli,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
224,Evolution Fresh,Cold Pressed Organic Vital Berry,5.49,3.5,3.15,0.362477231,0.426229508,0.063752277,25% to 50%
225,Artisola,Spinach And Cheese Ravioli,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
226,Caulipower,Veggie Pizza,7.99,6.29,5.66,0.212765957,0.291614518,0.078848561,25% to 50%
227,Back to Nature,Crispy Wheat Cracker,3.69,3,2.7,0.18699187,0.268292683,0.081300813,25% to 50%
228,Lifeway,Organic Whole Milk Plain Kefir,4.79,3.99,3.59,0.167014614,0.250521921,0.083507307,25% to 50%
229,Caulipower,Cauliflower Pizza Crust,7.79,6.29,5.66,0.192554557,0.273427471,0.080872914,25% to 50%
230,Amazing Grass,The Original Green Superfood,32.99,27.99,25.19,0.151561079,0.236435283,0.084874204,0% to 25%
231,Banza,Chickpea Penne Pasta,3.79,2.99,2.69,0.211081794,0.290237467,0.079155673,25% to 50%
